frame_index,stamp_sec,processing_ms,points_in,points_after_range,points_after_self_filter,points_used,cells_updated
1,18.033,4.801,43132,8357,0,0,0
2,18.1,3.26,43132,8361,0,0,0
3,18.2,3.703,43132,8352,0,0,0
4,18.3,3.966,43132,8355,0,0,0
5,18.4,3.182,43132,8357,0,0,0
6,18.5,3.465,43132,8360,0,0,0
7,18.6,3.275,43132,8355,0,0,0
8,18.7,3.669,43132,8355,0,0,0
9,18.8,3.434,43132,8353,0,0,0
10,18.9,3.149,43132,8351,0,0,0
11,19.0,3.408,43132,8353,0,0,0
12,19.1,3.529,43132,8352,0,0,0
13,19.2,3.142,43132,8356,0,0,0
14,19.3,2.987,43132,8358,0,0,0
15,19.4,3.64,43132,8357,0,0,0
16,19.5,3.52,43132,8355,0,0,0
17,19.6,3.292,43132,8354,0,0,0
18,19.7,3.157,43132,8350,0,0,0
19,19.8,3.1,43132,8354,0,0,0
20,19.9,3.593,43132,8357,0,0,0
21,20.0,3.426,43132,8352,0,0,0
22,20.1,3.057,43132,8357,0,0,0
23,20.2,3.406,43132,8357,0,0,0
24,20.3,3.68,43132,8358,0,0,0
25,20.4,2.982,43132,8352,0,0,0
26,20.5,3.452,43132,8361,0,0,0
27,20.6,3.197,43132,8358,0,0,0
28,20.7,3.402,43132,8355,0,0,0
29,20.8,3.224,43132,8357,0,0,0
30,20.9,3.57,43132,8353,0,0,0
31,21.0,3.397,43132,8361,0,0,0
32,21.1,3.473,43132,8357,0,0,0
33,21.2,3.33,43132,8354,0,0,0
34,21.3,3.681,43132,8357,0,0,0
35,21.4,3.393,43132,8353,0,0,0
36,21.5,3.479,43132,8351,0,0,0
37,21.6,3.163,43132,8354,0,0,0
38,21.7,3.178,43132,8348,0,0,0
39,21.8,3.13,43132,8350,0,0,0
40,21.9,3.226,43132,8353,0,0,0
41,22.0,3.205,43132,8355,0,0,0
42,22.1,3.018,43132,8357,0,0,0
43,22.2,3.661,43132,8353,0,0,0
44,22.3,3.305,43132,8356,0,0,0
45,22.4,3.216,43132,8355,0,0,0
46,22.5,3.217,43132,8351,0,0,0
47,22.6,3.518,43132,8357,0,0,0
48,22.7,3.375,43132,8361,0,0,0
49,22.8,3.494,43132,8353,0,0,0
50,22.9,3.337,43132,8357,0,0,0
51,23.0,3.405,43132,8351,0,0,0
52,23.1,3.68,43132,8353,0,0,0
53,23.2,3.84,43132,8353,0,0,0
54,23.3,3.12,43132,8361,0,0,0
55,23.4,3.564,43132,8354,0,0,0
56,23.5,3.078,43132,8355,0,0,0
57,23.6,3.345,43132,8353,0,0,0
58,23.7,3.168,43132,8356,0,0,0
59,23.8,3.561,43132,8350,0,0,0
60,23.9,3.108,43132,8355,0,0,0
61,24.0,3.377,43132,8359,0,0,0
62,24.1,3.56,43132,8348,0,0,0
63,24.2,3.376,43132,8356,0,0,0
64,24.3,3.356,43132,8355,0,0,0
65,24.4,3.041,43132,8354,0,0,0
66,24.5,3.659,43132,8357,0,0,0
67,24.6,3.223,43132,8360,0,0,0
68,24.7,3.26,43132,8355,0,0,0
69,24.8,3.731,43132,8351,0,0,0
70,24.9,3.517,43132,8351,0,0,0
71,25.0,3.571,43132,8355,0,0,0
72,25.1,3.669,43132,8358,0,0,0
73,25.2,3.088,43132,8353,0,0,0
74,25.3,3.239,43132,8353,0,0,0
75,25.4,3.24,43132,8353,0,0,0
76,25.5,3.15,43132,8360,0,0,0
77,25.6,3.088,43132,8356,0,0,0
78,25.7,3.703,43132,8353,0,0,0
