frame_index,stamp_sec,processing_ms,points_in,points_after_range,points_after_self_filter,points_used,cells_updated
144,23.1,4.595,36877,2100,99,99,17
145,23.2,4.416,36877,2099,99,99,17
146,23.3,4.274,36877,2103,99,99,17
147,23.4,4.062,36877,2100,99,99,17
148,23.5,3.925,36877,2102,99,99,17
149,23.6,4.46,36877,2103,99,99,17
150,23.7,4.097,36877,2102,99,99,17
151,23.8,4.464,36877,2100,99,99,17
152,23.9,3.952,36877,2103,99,99,17
153,24.0,3.715,36877,2108,99,99,17
154,24.1,4.044,36877,2097,99,99,17
155,24.2,4.293,36877,2102,99,99,17
156,24.3,4.035,36877,2100,99,99,17
157,24.4,4.678,36877,2101,99,99,17
158,24.5,4.864,36877,2100,99,99,17
159,24.6,4.11,36877,2104,99,99,17
160,24.7,4.231,36877,2099,99,99,17
161,24.8,3.926,36877,2095,99,99,17
162,24.9,3.917,36877,2107,99,99,17
163,25.0,4.626,36877,2098,99,99,17
164,25.1,4.238,36877,2099,99,99,17
165,25.2,4.197,36877,2107,99,99,17
166,25.3,4.456,36877,2102,99,99,17
167,25.4,4.248,36877,2100,99,99,17
168,25.5,4.086,36877,2096,99,99,17
169,25.6,3.748,36877,2095,99,99,17
170,25.7,4.216,36877,2104,99,99,17
171,25.8,3.622,36877,2102,99,99,17
172,25.9,3.774,36877,2100,99,99,17
173,26.0,3.623,36877,2107,99,99,17
174,26.1,4.243,36877,2099,99,99,17
175,26.2,3.714,36877,2102,99,99,17
176,26.3,4.057,36877,2098,99,99,17
177,26.4,3.922,36877,2098,99,99,17
178,26.5,3.707,36877,2095,99,99,17
179,26.6,4.039,36877,2099,99,99,17
180,26.7,3.963,36877,2099,99,99,17
181,26.8,3.74,36877,2102,99,99,17
182,26.9,3.857,36877,2099,99,99,17
183,27.0,3.698,36877,2101,99,99,17
184,27.1,4.001,36877,2098,99,99,17
185,27.2,4.068,36877,2099,99,99,17
186,27.3,4.264,36877,2096,99,99,17
187,27.4,4.036,36877,2099,99,99,17
188,27.5,4.252,36877,2104,99,99,17
189,27.6,4.346,36877,2102,99,99,17
190,27.7,3.986,36877,2103,99,99,17
191,27.8,3.881,36877,2110,99,99,17
192,27.9,3.648,36877,2097,99,99,17
193,28.0,3.851,36877,2097,99,99,17
194,28.1,4.441,36877,2096,99,99,17
195,28.2,3.644,36877,2100,99,99,17
196,28.3,4.155,36877,2101,99,99,17
197,28.4,3.901,36877,2104,99,99,17
198,28.5,3.952,36877,2095,99,99,17
199,28.6,4.299,36877,2100,99,99,17
200,28.7,4.039,36877,2094,99,99,17
201,28.8,4.594,36877,2099,99,99,17
202,28.9,4.018,36877,2105,99,99,17
203,29.0,4.748,36877,2102,99,99,17
204,29.1,3.692,36877,2093,99,99,17
205,29.2,4.03,36877,2100,99,99,17
206,29.3,3.805,36877,2098,99,99,17
207,29.4,3.748,36877,2105,99,99,17
208,29.5,3.987,36877,2098,99,99,17
209,29.6,3.982,36877,2102,99,99,17
210,29.7,3.889,36877,2094,99,99,17
211,29.8,4.758,36877,2105,99,99,17
212,29.9,3.823,36877,2104,99,99,17
213,30.0,4.044,36877,2102,99,99,17
214,30.1,4.005,36877,2100,99,99,17
215,30.2,3.987,36877,2100,99,99,17
216,30.3,3.872,36877,2100,99,99,17
217,30.4,5.267,36877,2100,99,99,17
218,30.5,4.391,36877,2094,99,99,17
219,30.6,4.784,36877,2098,99,99,17
220,30.7,4.043,36877,2103,99,99,17
221,30.8,4.065,36877,2095,99,99,17
222,30.9,3.791,36877,2099,99,99,17
223,31.0,4.359,36877,2108,99,99,17
224,31.1,3.773,36877,2100,99,99,17
225,31.2,3.895,36877,2102,99,99,17
226,31.3,4.399,36877,2097,99,99,17
227,31.4,4.099,36877,2100,99,99,17
228,31.5,4.057,36877,2101,99,99,17
229,31.6,3.681,36877,2098,99,99,17
230,31.7,4.732,36877,2099,99,99,17
231,31.8,3.771,36877,2101,99,99,17
232,31.9,4.256,36877,2100,99,99,17
233,32.0,4.199,36877,2098,99,99,17
234,32.1,4.153,36877,2099,99,99,17
235,32.2,3.77,36877,2101,99,99,17
236,32.3,3.7,36877,2103,99,99,17
237,32.4,5.023,36877,2098,99,99,17
238,32.5,4.231,36877,2095,99,99,17
239,32.6,3.677,36877,2101,99,99,17
240,32.7,4.932,36877,2101,99,99,17
241,32.8,4.468,36877,2102,99,99,17
242,32.9,3.98,36877,2102,99,99,17
243,33.0,4.532,36877,2100,99,99,17
244,33.1,3.693,36877,2104,99,99,17
245,33.2,4.023,36877,2103,99,99,17
246,33.3,4.143,36877,2101,99,99,17
247,33.4,4.879,36877,2104,99,99,17
248,33.5,3.99,36877,2103,99,99,17
249,33.6,4.114,36877,2098,99,99,17
250,33.7,4.001,36877,2110,99,99,17
251,33.8,3.995,36877,2103,99,99,17
252,33.9,3.939,36877,2103,99,99,17
253,34.0,3.586,36877,2098,99,99,17
254,34.1,4.465,36877,2100,99,99,17
255,34.2,4.231,36877,2102,99,99,17
256,34.3,4.597,36877,2104,99,99,17
257,34.4,4.47,36877,2096,99,99,17
258,34.5,4.529,37482,2115,99,99,17
259,34.6,5.432,45353,2797,299,299,39
260,34.7,6.043,44963,5046,4000,4000,119
261,34.8,5.685,44387,9156,8347,8347,187
262,34.9,7.138,43708,15907,15343,15343,263
263,35.0,10.308,43134,30503,30113,30113,340
264,35.1,10.672,42621,29992,29734,29734,403
265,35.2,11.234,42181,29552,29371,29371,468
266,35.3,10.556,41777,29148,29026,29026,522
267,35.4,10.918,41401,28772,28705,28705,583
268,35.5,11.672,41033,28404,28386,28386,670
269,35.6,11.218,40672,28043,28038,28038,747
270,35.7,10.471,40298,27669,27667,27667,835
271,35.8,9.424,39930,27301,27301,27301,919
272,35.9,10.019,39567,26938,26938,26938,1014
273,36.0,11.017,39214,26585,26585,26585,1094
274,36.1,10.353,38864,26235,26235,26235,1181
275,36.2,11.477,38518,25889,25889,25889,1258
276,36.3,9.515,38175,25546,25546,25546,1350
277,36.4,9.327,37825,25196,25196,25196,1433
278,36.5,10.685,37481,24852,24852,24852,1516
279,36.6,9.979,37135,24506,24506,24506,1593
280,36.7,10.137,36797,24168,24168,24168,1665
281,36.8,10.376,36464,23835,23835,23835,1755
282,36.9,9.612,36138,23509,23509,23509,1823
283,37.0,9.183,35832,23203,23203,23203,1911
284,37.1,8.967,35537,22908,22908,22908,1993
285,37.2,8.943,35255,22626,22626,22626,2071
286,37.3,8.43,34992,22363,22363,22363,2120
287,37.4,9.243,34733,22104,22104,22104,2227
288,37.5,9.261,34494,21865,21865,21865,2303
289,37.6,8.734,34243,21614,21614,21614,2390
290,37.7,9.014,34024,21395,21395,21395,2442
291,37.8,8.964,33799,21170,21170,21170,2528
292,37.9,9.044,33584,20955,20955,20955,2596
293,38.0,8.506,33384,20755,20755,20755,2668
294,38.1,7.786,33177,20548,20548,20548,2742
295,38.2,8.469,32987,20358,20358,20358,2810
296,38.3,10.122,32805,20175,20175,20175,2868
297,38.4,8.135,32627,19998,19998,19998,2925
298,38.5,8.906,32453,19824,19824,19824,2995
299,38.6,8.751,32278,19649,19649,19649,3055
300,38.7,9.503,32113,19484,19484,19484,3135
301,38.8,10.137,31947,19317,19317,19317,3176
302,38.9,8.046,31926,19297,19297,19297,3300
303,39.0,9.036,32374,19745,19745,19745,3768
304,39.1,8.192,32389,19760,19760,19760,4081
305,39.2,8.855,32538,19909,19909,19909,4317
306,39.3,8.428,32539,19910,19910,19910,4547
307,39.4,8.616,32451,19822,19822,19822,4664
308,39.5,7.568,32359,19730,19730,19730,4674
309,39.6,8.905,32097,19468,19468,19468,4605
310,39.7,8.219,31795,19166,18987,18987,4355
311,39.8,8.032,31587,18958,18958,18957,4388
312,39.9,8.157,31413,18785,18785,18785,4353
313,40.0,6.926,31041,18412,18412,14477,2566
314,40.1,7.24,29991,17362,17362,15566,3102
315,40.2,7.096,28985,16356,16356,16042,3077
316,40.3,6.997,27611,14982,14982,14864,2626
317,40.4,6.973,25767,13138,13138,13082,2127
318,40.5,5.41,25128,12499,12499,12499,2106
319,40.6,7.932,27387,14758,14758,14758,2989
320,40.7,6.827,29059,16430,16430,16430,3603
321,40.8,7.283,28414,15785,15785,15735,3356
322,40.9,8.049,27420,14791,14791,14791,3137
323,41.0,6.146,27819,15190,15190,15190,3257
324,41.1,6.903,28201,15572,15572,15572,3436
325,41.2,5.843,28096,15467,15467,15467,3400
326,41.3,6.941,28042,15413,15413,15413,3376
327,41.4,7.095,28043,15414,15414,15414,3365
328,41.5,7.032,28024,15395,15395,15395,3378
329,41.6,8.672,28086,15457,15457,15457,3425
330,41.7,7.771,28167,15538,15538,15538,3447
331,41.8,7.183,28190,15561,15561,15561,3420
332,41.9,6.392,28182,15553,15553,15553,3400
333,42.0,7.051,28221,15592,15592,15592,3409
334,42.1,6.068,28293,15664,15664,15664,3434
335,42.2,8.154,28349,15720,15720,15720,3464
336,42.3,8.329,28349,15720,15720,15720,3427
337,42.4,7.156,27906,15277,15277,15277,3300
338,42.5,6.817,26749,14119,14119,14119,3061
339,42.6,6.523,26103,13474,13474,13474,2916
340,42.7,6.705,25879,13250,13250,13249,2850
341,42.8,6.057,24877,12248,12248,12248,2702
342,42.9,5.795,23692,11063,11063,11063,2548
343,43.0,6.131,23199,10570,10570,10559,2500
344,43.1,6.096,23009,10380,10380,10374,2450
345,43.2,5.796,23158,10530,10530,10530,2414
346,43.3,5.842,23459,10830,10830,10830,2472
347,43.4,6.481,23935,11306,11306,11306,2603
348,43.5,6.041,24623,11994,11994,11994,2765
349,43.6,6.082,24939,12310,12310,12308,2805
350,43.7,6.995,25106,12477,12477,12477,2785
351,43.8,7.659,25419,12790,12790,12789,2840
352,43.9,6.866,25987,13358,13358,13358,2965
353,44.0,6.915,26700,14071,14071,14071,3140
354,44.1,6.736,27290,14661,14661,14661,3240
355,44.2,7.075,27696,15067,15067,15065,3315
356,44.3,7.161,27926,15297,15297,15297,3312
357,44.4,7.55,28278,15649,15649,15649,3400
358,44.5,6.949,28669,16040,16040,16040,3516
359,44.6,8.952,28955,16326,16326,16326,3653
360,44.7,8.594,29111,16482,16482,16482,3697
361,44.8,7.345,29127,16498,16498,16498,3680
362,44.9,6.881,29176,16547,16547,16547,3721
363,45.0,7.735,29336,16707,16707,16178,3746
364,45.1,8.813,29523,16894,16894,16226,3828
365,45.2,8.211,29645,17016,17016,16787,3908
366,45.3,8.349,29665,17036,17036,17036,3975
367,45.4,8.578,29642,17013,17013,17013,3997
368,45.5,9.229,29666,17037,17037,17037,4001
369,45.6,9.129,29733,17104,17104,17104,4094
370,45.7,7.892,29796,17167,17167,17167,4169
371,45.8,8.207,29820,17191,17191,17191,4227
372,45.9,7.891,29790,17162,17162,17162,4212
373,46.0,7.767,29761,17132,17132,17132,4233
374,46.1,7.711,29793,17164,17164,17164,4286
375,46.2,7.871,29845,17216,17216,17216,4360
376,46.3,7.666,29936,17307,17307,17307,4369
377,46.4,8.368,30049,17420,17420,17420,4336
378,46.5,8.252,30150,17521,17521,17521,4298
379,46.6,8.941,30257,17628,17628,17628,4353
380,46.7,7.783,30355,17726,17726,17726,4388
381,46.8,7.748,30443,17814,17814,17814,4458
382,46.9,7.749,30513,17884,17884,17884,4468
383,47.0,7.327,30576,17947,17947,17947,4499
384,47.1,8.064,30613,17984,17984,17984,4537
385,47.2,8.979,30624,17995,17995,17995,4568
386,47.3,7.534,30618,17989,17989,17989,4593
387,47.4,7.554,30581,17952,17952,17952,4601
388,47.5,8.412,30528,17899,17899,17899,4632
389,47.6,7.477,30478,17849,17849,17849,4622
390,47.7,7.685,30432,17803,17803,17803,4644
391,47.8,8.313,30387,17758,17758,17758,4642
392,47.9,9.272,30363,17734,17734,17734,4658
393,48.0,7.912,30339,17710,17710,17710,4600
394,48.1,7.574,30346,17717,17717,17717,4543
395,48.2,9.282,30338,17709,17709,17709,4545
396,48.3,7.381,30371,17741,17741,17741,4544
397,48.4,7.651,30408,17779,17779,17779,4524
398,48.5,7.942,30450,17821,17821,17821,4508
399,48.6,8.604,30497,17868,17868,17868,4488
400,48.7,7.884,30530,17901,17901,17901,4424
401,48.8,8.797,30574,17945,17945,17945,4384
402,48.9,8.834,30587,17958,17958,17958,4322
403,49.0,7.042,30586,17957,17957,17957,4263
404,49.1,5.73,30570,17941,17941,17941,4219
405,49.2,7.232,30556,17927,17927,17927,4222
406,49.3,7.441,30544,17915,17915,17915,4219
407,49.4,7.699,30497,17868,17868,17868,4217
408,49.5,8.264,30459,17830,17830,17830,4239
409,49.6,7.397,30416,17787,17787,17787,4216
410,49.7,7.693,30396,17767,17767,17767,4213
411,49.8,8.253,30388,17759,17759,17759,4216
412,49.9,8.627,30402,17773,17773,17773,4209
413,50.0,8.09,30419,17790,17790,17790,4223
414,50.1,8.241,30439,17810,17810,17810,4180
415,50.2,7.576,30477,17847,17847,17845,4184
416,50.3,7.484,30530,17901,17901,17901,4206
417,50.4,9.915,30588,17959,17959,17959,4212
418,50.5,7.66,30630,18001,18001,18001,4258
419,50.6,7.343,30651,18022,18022,18022,4287
420,50.7,7.492,30622,17993,17993,17993,4281
421,50.8,7.716,30587,17958,17958,17958,4290
422,50.9,8.665,30527,17898,17898,17898,4285
423,51.0,7.939,30456,17827,17827,17827,4286
424,51.1,8.502,30396,17767,17767,17767,4311
425,51.2,7.998,30326,17697,17697,17697,4292
426,51.3,8.812,30257,17628,17628,17628,4318
427,51.4,7.744,30216,17587,17587,17587,4430
428,51.5,7.276,30219,17590,17590,17590,4499
429,51.6,9.443,30259,17630,17630,17630,4508
430,51.7,8.044,30292,17663,17663,17663,4565
431,51.8,8.588,30351,17722,17722,17722,4510
432,51.9,7.347,30402,17773,17773,17773,4523
433,52.0,8.076,30463,17834,17834,17834,4536
434,52.1,7.219,30514,17885,17885,17885,4525
435,52.2,7.698,30535,17906,17906,17906,4471
436,52.3,7.856,30545,17916,17916,17916,4470
437,52.4,8.976,30531,17902,17902,17902,4403
438,52.5,8.877,30513,17884,17884,17884,4349
439,52.6,9.937,30508,17879,17879,17879,4294
440,52.7,8.306,30501,17872,17872,17872,4318
441,52.8,8.152,30457,17828,17828,17828,4226
442,52.9,6.876,30452,17823,17823,17823,4174
443,53.0,7.816,30435,17806,17806,17806,4094
444,53.1,7.67,30379,17750,17750,17750,4061
445,53.2,7.171,30347,17718,17718,17718,3990
446,53.3,7.595,30331,17702,17702,17702,3946
447,53.4,9.012,30269,17640,17640,17640,3868
448,53.5,8.281,30159,17530,17530,17530,3772
449,53.6,8.512,30082,17453,17453,17453,3687
450,53.7,7.205,30058,17429,17429,17429,3659
451,53.8,7.257,29984,17355,17355,17355,3577
452,53.9,6.809,29896,17267,17267,17267,3494
453,54.0,8.159,29775,17146,17146,17146,3415
454,54.1,7.365,29611,16982,16982,16982,3337
455,54.2,7.162,29448,16819,16819,16819,3297
456,54.3,7.079,29174,16545,16545,16545,3228
457,54.4,7.245,28942,16313,16313,16313,3197
458,54.5,7.547,28625,15996,15996,15996,3052
459,54.6,7.075,28336,15707,15707,15707,2969
460,54.7,6.791,28037,15408,15408,15408,2924
461,54.8,6.366,27670,15041,15041,15041,2879
462,54.9,7.072,27301,14672,14672,14672,2809
