frame_index,stamp_sec,processing_ms,points_in,points_after_range,points_after_self_filter,points_used,cells_updated
1,41.2,7.172,31538,18909,18909,18909,3245
2,41.3,6.228,31380,18751,18751,18751,3290
3,41.4,6.06,31241,18612,18612,18612,3348
4,41.5,6.726,31269,18640,18640,18640,3474
5,41.6,7.381,31827,19198,19198,19198,3804
6,41.7,6.998,31836,19207,19207,19207,3957
7,41.8,6.697,31808,19179,19179,19179,3949
8,41.9,6.683,31750,19121,19121,19121,4049
9,42.0,6.244,31635,19006,19006,19004,4181
10,42.1,6.864,31472,18843,18843,18843,4157
11,42.2,6.786,31303,18674,18674,18672,4205
12,42.3,6.357,31135,18506,18451,18451,4249
13,42.4,6.512,30947,18318,18318,18315,4279
14,42.5,6.752,30756,18127,18127,18125,4368
15,42.6,6.383,30405,17776,17776,17733,4372
16,42.7,5.821,29322,16693,16693,16632,3846
17,42.8,5.734,28185,15556,15556,15483,3258
18,42.9,5.068,26719,14090,14090,14004,2691
19,43.0,4.76,24917,12288,12288,12268,2183
20,43.1,5.373,24322,11693,11693,11693,2149
21,43.2,5.746,26437,13808,13808,13808,2994
22,43.3,5.879,28396,15767,15767,15767,3631
23,43.4,5.658,27532,14903,14903,14898,3404
24,43.5,4.998,26545,13916,13916,13916,3145
25,43.6,5.586,27004,14375,14375,14375,3275
26,43.7,5.703,27374,14745,14745,14745,3384
27,43.8,5.689,27281,14652,14652,14652,3388
28,43.9,5.771,27176,14547,14547,14547,3341
29,44.0,5.747,27243,14614,14614,14614,3375
30,44.1,5.412,27379,14750,14750,14750,3410
31,44.2,5.841,27272,14643,14643,14643,3397
32,44.3,5.361,27339,14710,14710,14710,3423
33,44.4,5.739,27609,14980,14980,14980,3484
34,44.5,5.549,27676,15047,15047,15047,3456
35,44.6,4.988,27659,15030,15030,15030,3456
36,44.7,6.094,27660,15031,15031,15031,3464
37,44.8,5.554,27741,15112,15112,15112,3445
38,44.9,5.971,27769,15140,15140,15140,3453
39,45.0,5.492,26986,14357,14357,12821,2972
40,45.1,5.359,25752,13123,13123,12879,2972
41,45.2,4.632,25215,12586,12586,12585,2944
42,45.3,5.493,24961,12332,12332,12332,2855
